,est,input,est_meds,est_03,est_34,reads_vals3,reads_vals4,reads_vals0,genome,sample_input,sample_infer
11,0.988554692662423,0.99,1.0,0.988554692662423,1.0,3.0,0.0,403.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
12,1.0,0.999,1.0,1.0,,0.0,0.0,408.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
13,1.0,0.9999,1.0,1.0,,0.0,0.0,406.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
14,1.0,1.0,1.0,1.0,,0.0,0.0,406.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
15,0.0,0.002,0.0,0.0,,0.0,0.0,415.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
16,0.0,0.005,0.0,0.0,,0.0,0.0,415.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
17,0.007388161210230603,0.007,0.0,0.007388161210230603,0.0,1.0,0.0,414.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
18,0.9921224775243533,0.992,1.0,0.9921224775243533,1.0,1.0,0.0,412.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
19,1.0,0.995,1.0,1.0,,0.0,0.0,402.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
20,0.992070820163253,0.997,1.0,0.992070820163253,1.0,1.0,0.0,404.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
21,0.012705595024869617,0.02,0.0,0.012705595024869617,0.048484848484848485,5.0,2.0,407.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
22,0.024961182818402865,0.05,0.0,0.024961182818402865,0.0463458110516934,34.0,13.0,365.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
23,0.031041634541925874,0.07,0.0,0.031041634541925874,0.06831955922865013,55.0,31.0,307.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
24,0.9789559322705411,0.98,1.0,0.9789559322705411,0.992831541218638,18.0,1.0,389.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
25,0.9662563934052225,0.95,1.0,0.9662563934052225,0.9812695109261186,62.0,9.0,325.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
26,0.9568430805095653,0.93,1.0,0.9568430805095653,0.926060166727075,89.0,51.0,223.0,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
27,0.677,0.7,0.677,0.677,0.677,,,,GUT_GENOME001637,A10-e003Coalescence-mBHI-p7,G8-e003Coalescence-mBHI-p7_S125
